,correct_rate,response_time,set_size,response_type,cue_type,subject,exp_type
9677,0,0.697,L6,change,cue,38,exp1
5662,1,1.1305,L6,change,cue,23,exp1
5660,1,1.1118,L6,no-change,cue,23,exp1
9704,0,0.7336,L6,no-change,nocue,38,exp1
5656,1,1.3846,L6,no-change,cue,23,exp1
9684,0,0.7223,L6,change,nocue,38,exp1
5651,0,0.801,L6,change,nocue,23,exp1
5648,1,0.9004,L6,change,nocue,23,exp1
714,1,0.7012,L6,change,nocue,3,exp1
5644,1,0.8043,L6,no-change,nocue,23,exp1
9690,1,0.8848,L6,no-change,cue,38,exp1
9691,1,1.2972,L6,no-change,nocue,38,exp1
9692,1,0.5717,L6,no-change,nocue,38,exp1
9693,1,0.8036,L6,change,nocue,38,exp1
1727,1,0.7971,L6,no-change,nocue,7,exp1
9697,1,0.7829,L6,change,cue,38,exp1
5634,1,1.8994,L6,no-change,nocue,23,exp1
1721,0,0.6174,L6,change,nocue,7,exp1
7526,1,0.8383,L6,change,nocue,30,exp1
0,1,0.6459,L1,no-change,nocue,50,exp2
5499,1,0.3165,L1,no-change,cue,71,exp2
5498,1,0.8009,L1,change,cue,71,exp2
5497,1,0.4493,L1,change,cue,71,exp2
5496,1,0.9749,L1,change,cue,71,exp2
5492,0,0.5329,L1,no-change,cue,71,exp2
5491,1,0.6894,L1,no-change,cue,71,exp2
5508,1,0.5684,L1,no-change,cue,71,exp2
5486,1,0.6513,L1,no-change,cue,71,exp2
5483,1,1.717,L1,change,cue,71,exp2
5482,1,0.7233,L1,change,cue,71,exp2
5476,1,0.6162,L1,no-change,cue,71,exp2
5475,1,0.7845,L1,no-change,cue,71,exp2
5471,0,0.4698,L1,change,cue,71,exp2
5458,1,0.5513,L1,no-change,cue,71,exp2
5485,1,0.6413,L1,change,cue,71,exp2
5456,1,0.4669,L1,no-change,cue,71,exp2
5510,1,0.3342,L1,change,cue,71,exp2
5519,1,0.3563,L1,change,cue,71,exp2
5571,1,1.701,L1,change,nocue,71,exp2
5570,1,0.7235,L1,change,nocue,71,exp2
5566,1,1.951,L1,no-change,cue,71,exp2
5562,1,0.5078,L1,no-change,cue,71,exp2
5560,1,0.5511,L1,change,cue,71,exp2
5556,1,0.6336,L1,change,cue,71,exp2
5512,1,0.6826,L1,no-change,cue,71,exp2
5554,1,0.7,L1,change,cue,71,exp2
5543,1,0.4167,L1,no-change,cue,71,exp2
5540,1,0.3865,L1,change,cue,71,exp2
5535,1,0.4352,L1,no-change,cue,71,exp2
5527,1,0.634,L1,no-change,cue,71,exp2
5526,1,0.7003,L1,change,cue,71,exp2
5521,1,0.5319,L1,no-change,cue,71,exp2
5550,1,0.951,L1,change,cue,71,exp2
5453,1,0.584,L1,change,cue,71,exp2
5438,1,0.6167,L1,change,nocue,71,exp2
5431,1,0.5852,L1,no-change,nocue,71,exp2
5351,1,0.6845,L1,change,nocue,70,exp2
5349,1,0.756,L1,change,nocue,70,exp2
5346,1,0.5682,L1,change,nocue,70,exp2
5344,1,6.7347,L1,no-change,nocue,70,exp2
5334,1,3.1913,L1,no-change,nocue,70,exp2
5330,1,0.5678,L1,change,nocue,70,exp2
5357,1,0.5849,L1,change,nocue,70,exp2
5324,1,1.0196,L1,no-change,nocue,70,exp2
5317,1,0.5016,L1,no-change,nocue,70,exp2
5316,1,0.6361,L1,no-change,nocue,70,exp2
5315,1,0.7013,L1,no-change,nocue,70,exp2
5302,1,0.7685,L1,change,cue,70,exp2
5300,1,0.7512,L1,change,cue,70,exp2
5298,1,0.6515,L1,no-change,cue,70,exp2
5320,1,0.8511,L1,change,nocue,70,exp2
5361,1,0.5202,L1,change,nocue,70,exp2
5369,1,0.4849,L1,no-change,nocue,70,exp2
5370,1,0.5568,L1,no-change,nocue,70,exp2
5430,1,0.951,L1,change,nocue,71,exp2
5422,1,0.6042,L1,change,nocue,71,exp2
5413,1,0.7171,L1,no-change,nocue,71,exp2
5409,1,0.3823,L1,no-change,nocue,71,exp2
5402,1,0.3661,L1,no-change,nocue,71,exp2
5396,1,1.4172,L1,no-change,nocue,71,exp2
5391,1,1.1515,L1,no-change,nocue,71,exp2
5390,1,0.9672,L1,change,nocue,71,exp2
5384,1,0.9514,L1,no-change,nocue,71,exp2
5383,0,0.7482,L1,change,nocue,71,exp2
5382,1,0.6822,L1,change,nocue,71,exp2
5380,1,0.6198,L1,change,nocue,71,exp2
5379,1,0.5691,L1,change,nocue,71,exp2
5376,1,0.5309,L1,no-change,nocue,71,exp2
5375,1,0.8027,L1,change,nocue,70,exp2
5572,1,0.9369,L1,change,nocue,71,exp2
5573,1,0.4539,L1,no-change,nocue,71,exp2
5577,1,0.3916,L1,no-change,nocue,71,exp2
5580,1,0.6665,L1,change,nocue,71,exp2
5804,1,0.8349,L1,change,nocue,72,exp2
5787,1,0.6179,L1,change,nocue,72,exp2
5782,1,0.6049,L1,no-change,nocue,72,exp2
5778,1,0.6513,L1,change,nocue,72,exp2
5776,1,0.650900001,L1,change,nocue,72,exp2
5771,1,0.890599999,L1,no-change,nocue,72,exp2
5805,1,0.8556,L1,change,nocue,72,exp2
5765,1,0.876599999,L1,no-change,nocue,72,exp2
5760,1,0.9737,L1,change,nocue,72,exp2
5759,1,0.7491,L1,no-change,nocue,72,exp2
5758,1,0.663400001,L1,no-change,nocue,72,exp2
5756,1,0.7206,L1,no-change,nocue,72,exp2
5746,1,0.706400001,L1,change,nocue,72,exp2
5745,1,1.146400001,L1,no-change,nocue,72,exp2
5763,1,0.8856,L1,no-change,nocue,72,exp2
5813,1,0.7881,L1,no-change,nocue,72,exp2
5814,1,0.787,L1,change,nocue,72,exp2
5816,1,0.7532,L1,no-change,nocue,72,exp2
5870,1,0.691,L1,change,cue,72,exp2
5868,1,0.5183,L1,no-change,cue,72,exp2
5867,1,0.626099999,L1,no-change,cue,72,exp2
5859,1,0.573,L1,no-change,cue,72,exp2
5854,1,0.6504,L1,no-change,cue,72,exp2
5844,1,0.6098,L1,change,cue,72,exp2
5843,1,0.6342,L1,no-change,cue,72,exp2
5836,1,0.8568,L1,no-change,cue,72,exp2
5833,1,0.7035,L1,change,cue,72,exp2
5831,1,0.7015,L1,change,cue,72,exp2
5830,1,0.705599999,L1,change,cue,72,exp2
5829,1,0.6653,L1,change,cue,72,exp2
5823,1,0.6022,L1,no-change,nocue,72,exp2
5822,1,0.6537,L1,no-change,nocue,72,exp2
5821,1,0.907599999,L1,change,nocue,72,exp2
5743,1,0.978400001,L1,no-change,nocue,72,exp2
5292,1,0.6347,L1,no-change,cue,70,exp2
5737,1,1.2444,L1,change,nocue,72,exp2
5730,1,0.6367,L1,no-change,nocue,72,exp2
5640,1,0.8892,L1,change,cue,72,exp2
5639,1,1.0125,L1,change,cue,72,exp2
5637,1,0.538599999,L1,no-change,cue,72,exp2
5636,1,0.578,L1,no-change,cue,72,exp2
5629,1,0.2648,L1,no-change,nocue,71,exp2
5628,1,0.3007,L1,no-change,nocue,71,exp2
5646,1,0.902599999,L1,no-change,cue,72,exp2
5627,1,0.3033,L1,no-change,nocue,71,exp2
5608,1,0.367,L1,change,nocue,71,exp2
5606,1,0.5501,L1,no-change,nocue,71,exp2
5599,1,0.4191,L1,no-change,nocue,71,exp2
5596,1,0.5664,L1,change,nocue,71,exp2
5584,1,0.5345,L1,no-change,nocue,71,exp2
5581,1,0.787,L1,change,nocue,71,exp2
5625,1,0.4499,L1,change,nocue,71,exp2
5648,1,0.8212,L1,change,cue,72,exp2
5651,1,0.7448,L1,no-change,cue,72,exp2
5652,1,1.017599999,L1,change,cue,72,exp2
5721,1,0.695299999,L1,change,nocue,72,exp2
5718,1,0.8542,L1,change,nocue,72,exp2
5716,1,0.5451,L1,change,nocue,72,exp2
5711,1,0.6965,L1,change,nocue,72,exp2
5710,1,0.750400001,L1,change,nocue,72,exp2
5708,1,0.9613,L1,no-change,nocue,72,exp2
5704,1,1.362599999,L1,no-change,nocue,72,exp2
5695,1,1.0623,L1,no-change,cue,72,exp2
5683,1,0.7293,L1,change,cue,72,exp2
5679,1,0.6349,L1,change,cue,72,exp2
5676,1,1.449,L1,no-change,cue,72,exp2
5671,1,0.7379,L1,change,cue,72,exp2
5661,1,1.049,L1,no-change,cue,72,exp2
5658,1,0.95,L1,change,cue,72,exp2
5655,1,1.0991,L1,no-change,cue,72,exp2
5731,1,0.517,L1,change,nocue,72,exp2
5873,1,1.341799999,L1,change,cue,72,exp2
5289,1,0.6346,L1,change,cue,70,exp2
5282,1,0.8679,L1,no-change,cue,70,exp2
4909,1,0.5522,L1,no-change,nocue,69,exp2
4907,1,0.4672,L1,no-change,nocue,69,exp2
4899,1,0.4176,L1,change,nocue,69,exp2
4893,1,0.4012,L1,change,nocue,69,exp2
4891,1,0.4236,L1,change,nocue,69,exp2
4888,1,0.4025,L1,change,nocue,69,exp2
4910,1,0.5056,L1,change,nocue,69,exp2
4885,1,0.5346,L1,change,nocue,69,exp2
4878,1,0.4008,L1,change,nocue,69,exp2
4875,1,0.4881,L1,no-change,nocue,69,exp2
4872,1,0.4338,L1,no-change,nocue,69,exp2
4870,1,0.4409,L1,change,nocue,69,exp2
4866,1,0.357,L1,no-change,nocue,69,exp2
4861,1,3.066,L1,change,nocue,68,exp2
4883,1,0.5675,L1,no-change,nocue,69,exp2
4855,1,0.949,L1,no-change,nocue,68,exp2
4916,0,0.3846,L1,no-change,nocue,69,exp2
4928,1,0.7304,L1,change,cue,69,exp2
4988,1,0.6847,L1,change,cue,69,exp2
4983,1,0.469,L1,no-change,cue,69,exp2
4982,1,0.5887,L1,no-change,cue,69,exp2
4971,1,0.5174,L1,no-change,cue,69,exp2
4969,1,0.501,L1,no-change,cue,69,exp2
4963,1,0.4683,L1,no-change,cue,69,exp2
4920,1,0.5391,L1,no-change,nocue,69,exp2
4959,1,0.5857,L1,change,cue,69,exp2
4954,1,0.3847,L1,change,cue,69,exp2
4949,1,0.4844,L1,no-change,cue,69,exp2
4945,1,0.603,L1,change,cue,69,exp2
4934,1,0.3972,L1,change,cue,69,exp2
4930,1,0.472,L1,change,cue,69,exp2
4929,1,0.5009,L1,change,cue,69,exp2
4956,1,0.522,L1,no-change,cue,69,exp2
4849,1,0.673,L1,change,nocue,68,exp2
4843,1,0.683,L1,no-change,nocue,68,exp2
4841,1,0.857,L1,no-change,nocue,68,exp2
4762,1,1.056,L1,no-change,cue,68,exp2
4761,1,0.934,L1,change,cue,68,exp2
4756,1,1.791,L1,no-change,cue,68,exp2
4746,1,0.651,L1,change,cue,68,exp2
4745,1,0.934,L1,no-change,cue,68,exp2
4742,1,0.817,L1,change,cue,68,exp2
4766,1,0.717,L1,change,cue,68,exp2
4741,1,0.883,L1,change,cue,68,exp2
4734,1,0.701,L1,change,cue,68,exp2
4733,1,0.948,L1,change,cue,68,exp2
4731,1,1.125,L1,no-change,cue,68,exp2
4725,1,0.766,L1,change,cue,68,exp2
4721,1,0.724,L1,no-change,cue,68,exp2
4711,1,0.718,L1,no-change,cue,68,exp2
4736,1,6.562,L1,change,cue,68,exp2
4773,1,0.784,L1,change,cue,68,exp2
4774,1,0.719,L1,no-change,cue,68,exp2
4782,1,1.22,L1,no-change,cue,68,exp2
4837,1,1.149,L1,no-change,nocue,68,exp2
4834,1,1.036,L1,no-change,nocue,68,exp2
4833,1,0.716,L1,change,nocue,68,exp2
4832,1,0.655,L1,change,nocue,68,exp2
4824,1,0.736,L1,change,nocue,68,exp2
4822,1,0.733,L1,no-change,nocue,68,exp2
4818,1,0.666,L1,change,nocue,68,exp2
4808,1,0.685,L1,change,nocue,68,exp2
4806,1,0.839,L1,change,nocue,68,exp2
4805,1,0.8,L1,no-change,nocue,68,exp2
4801,1,3.091,L1,no-change,nocue,68,exp2
4797,1,5.085,L1,no-change,cue,68,exp2
4796,1,0.916,L1,change,cue,68,exp2
4794,1,0.783,L1,no-change,cue,68,exp2
4786,1,0.865,L1,no-change,cue,68,exp2
4989,1,0.7201,L1,no-change,cue,69,exp2
4993,1,0.408,L1,change,cue,69,exp2
4998,1,0.5881,L1,change,cue,69,exp2
5000,1,0.5226,L1,no-change,cue,69,exp2
5205,1,0.531,L1,change,cue,70,exp2
5203,1,0.397,L1,no-change,cue,70,exp2
5200,1,0.8521,L1,change,cue,70,exp2
5195,1,0.634,L1,no-change,cue,70,exp2
5192,1,0.4834,L1,no-change,cue,70,exp2
5185,1,0.6052,L1,no-change,cue,70,exp2
5207,1,0.8642,L1,no-change,cue,70,exp2
5181,1,0.9706,L1,no-change,nocue,70,exp2
5178,1,0.6478,L1,no-change,nocue,70,exp2
5169,1,0.6898,L1,no-change,nocue,70,exp2
5164,1,0.8642,L1,no-change,nocue,70,exp2
5160,1,0.6394,L1,change,nocue,70,exp2
5157,1,0.8482,L1,no-change,nocue,70,exp2
5153,1,0.9478,L1,change,nocue,70,exp2
5179,1,0.6047,L1,no-change,nocue,70,exp2
5218,1,0.7339,L1,change,cue,70,exp2
5221,1,0.5863,L1,change,cue,70,exp2
5222,1,1.0545,L1,change,cue,70,exp2
5281,1,1.4347,L1,no-change,cue,70,exp2
5279,1,0.5842,L1,no-change,cue,70,exp2
5276,1,1.1508,L1,no-change,cue,70,exp2
5273,1,0.6339,L1,change,cue,70,exp2
5270,1,0.6424,L1,change,cue,70,exp2
5265,1,0.7035,L1,change,cue,70,exp2
5257,1,1.3008,L1,no-change,cue,70,exp2
5255,1,0.6347,L1,change,cue,70,exp2
5254,1,0.601,L1,change,cue,70,exp2
5247,1,0.9662,L1,no-change,cue,70,exp2
5244,1,0.8078,L1,change,cue,70,exp2
5236,1,0.5883,L1,change,cue,70,exp2
5235,1,0.7183,L1,no-change,cue,70,exp2
5231,1,0.7342,L1,change,cue,70,exp2
5230,1,0.759,L1,no-change,cue,70,exp2
5146,1,0.7141,L1,change,nocue,70,exp2
5287,1,0.6247,L1,no-change,cue,70,exp2
5140,1,0.7013,L1,change,nocue,70,exp2
5135,1,0.9314,L1,no-change,nocue,70,exp2
5059,1,0.3738,L1,no-change,nocue,69,exp2
5045,1,0.335,L1,no-change,cue,69,exp2
5044,1,0.4318,L1,change,cue,69,exp2
5042,1,0.535,L1,change,cue,69,exp2
5038,1,0.6384,L1,change,cue,69,exp2
5036,1,0.418,L1,no-change,cue,69,exp2
5060,1,0.3249,L1,change,nocue,69,exp2
5034,1,0.5169,L1,no-change,cue,69,exp2
5023,1,0.5515,L1,no-change,cue,69,exp2
5018,1,0.5676,L1,no-change,cue,69,exp2
5017,1,0.3734,L1,change,cue,69,exp2
5015,1,0.4341,L1,change,cue,69,exp2
5012,1,0.4335,L1,no-change,cue,69,exp2
5001,1,0.5182,L1,no-change,cue,69,exp2
5025,1,0.4683,L1,change,cue,69,exp2
5074,1,0.4335,L1,change,nocue,69,exp2
5078,1,0.5037,L1,no-change,nocue,69,exp2
5083,1,0.3905,L1,no-change,nocue,69,exp2
5125,1,0.9012,L1,change,nocue,70,exp2
5123,1,0.7637,L1,change,nocue,70,exp2
5122,1,0.7128,L1,no-change,nocue,70,exp2
5120,1,1.0797,L1,change,nocue,70,exp2
5118,1,0.3398,L1,no-change,nocue,69,exp2
5111,1,0.6673,L1,no-change,nocue,69,exp2
5110,1,0.4508,L1,change,nocue,69,exp2
5108,1,0.57,L1,no-change,nocue,69,exp2
5106,0,0.3844,L1,no-change,nocue,69,exp2
5105,1,0.4678,L1,change,nocue,69,exp2
5104,0,0.4686,L1,no-change,nocue,69,exp2
5103,1,0.3839,L1,change,nocue,69,exp2
5092,1,0.5675,L1,change,nocue,69,exp2
5088,1,0.4897,L1,change,nocue,69,exp2
5084,1,0.7043,L1,change,nocue,69,exp2
5137,1,0.7815,L1,change,nocue,70,exp2
5878,1,0.868099999,L1,change,cue,72,exp2
5880,1,0.840799999,L1,no-change,cue,72,exp2
5892,1,0.6054,L1,no-change,cue,73,exp2
6681,1,1.1343,L1,no-change,cue,76,exp2
6680,1,1.4193,L1,change,cue,76,exp2
6679,1,1.1089,L1,no-change,cue,76,exp2
6678,1,1.0307,L1,change,cue,76,exp2
6665,1,1.1193,L1,change,cue,76,exp2
6663,1,1.0528,L1,no-change,cue,76,exp2
6682,1,1.1785,L1,no-change,cue,76,exp2
6660,1,1.2364,L1,change,cue,76,exp2
6647,1,0.6078,L1,change,cue,75,exp2
6642,1,0.7007,L1,change,cue,75,exp2
6641,1,1.4163,L1,change,cue,75,exp2
6636,1,0.9341,L1,change,cue,75,exp2
6633,1,0.5346,L1,change,cue,75,exp2
6632,1,0.5026,L1,no-change,cue,75,exp2
6658,1,1.02,L1,change,cue,76,exp2
6631,1,0.7349,L1,no-change,cue,75,exp2
6693,1,1.314,L1,change,cue,76,exp2
6703,1,1.0197,L1,change,cue,76,exp2
6764,1,0.8735,L1,no-change,nocue,76,exp2
6761,1,0.7464,L1,no-change,nocue,76,exp2
6759,1,1.0214,L1,no-change,nocue,76,exp2
6751,1,1.0642,L1,change,nocue,76,exp2
6745,1,0.8274,L1,change,nocue,76,exp2
6742,1,0.9243,L1,change,nocue,76,exp2
6702,1,1.0283,L1,no-change,cue,76,exp2
6740,1,0.902,L1,change,nocue,76,exp2
6733,1,1.0339,L1,no-change,nocue,76,exp2
6720,1,1.1013,L1,change,nocue,76,exp2
6717,1,1.2583,L1,no-change,cue,76,exp2
6715,1,1.016,L1,no-change,cue,76,exp2
6709,1,1.1573,L1,change,cue,76,exp2
6705,1,0.9623,L1,no-change,cue,76,exp2
6734,1,0.8617,L1,no-change,nocue,76,exp2
6630,1,0.6194,L1,change,cue,75,exp2
6622,1,0.7189,L1,no-change,cue,75,exp2
6621,1,1.535,L1,no-change,cue,75,exp2
6548,1,0.7161,L1,no-change,nocue,75,exp2
6545,1,0.5893,L1,change,nocue,75,exp2
6542,1,0.7851,L1,no-change,nocue,75,exp2
6527,1,0.9815,L1,no-change,nocue,75,exp2
6522,1,0.4687,L1,no-change,nocue,75,exp2
6507,1,0.565,L1,no-change,nocue,75,exp2
6549,1,0.5503,L1,no-change,nocue,75,exp2
6500,1,1.2028,L1,change,nocue,75,exp2
6494,1,0.9266,L1,change,nocue,75,exp2
6493,1,1.0355,L1,change,nocue,75,exp2
6483,0,0.5681,L1,no-change,nocue,75,exp2
6482,1,0.6675,L1,change,nocue,75,exp2
6481,1,0.7179,L1,change,nocue,75,exp2
6480,1,0.5724,L1,change,nocue,75,exp2
6496,1,0.8835,L1,no-change,nocue,75,exp2
6550,1,0.7008,L1,change,nocue,75,exp2
6555,1,0.5726,L1,no-change,nocue,75,exp2
6556,1,0.5962,L1,change,nocue,75,exp2
6619,1,0.5739,L1,change,cue,75,exp2
6611,1,0.5665,L1,no-change,cue,75,exp2
6604,1,0.6527,L1,no-change,cue,75,exp2
6602,1,0.4626,L1,change,cue,75,exp2
6601,1,0.6581,L1,no-change,cue,75,exp2
6594,1,0.8345,L1,no-change,cue,75,exp2
6587,1,0.6182,L1,change,nocue,75,exp2
6581,1,0.4369,L1,no-change,nocue,75,exp2
6573,1,0.9824,L1,no-change,nocue,75,exp2
6570,1,0.8346,L1,no-change,nocue,75,exp2
6567,1,0.5473,L1,change,nocue,75,exp2
6566,0,0.5855,L1,change,nocue,75,exp2
6565,1,0.508,L1,change,nocue,75,exp2
6563,1,0.3395,L1,no-change,nocue,75,exp2
6559,1,0.501,L1,change,nocue,75,exp2
6767,1,0.8228,L1,change,nocue,76,exp2
6768,1,1.3246,L1,no-change,nocue,76,exp2
6771,1,0.9685,L1,change,nocue,76,exp2
6774,1,0.5583,L1,change,nocue,76,exp2
6977,1,0.6678,L1,change,nocue,77,exp2
6974,1,0.5617,L1,no-change,cue,77,exp2
6969,1,0.7694,L1,change,cue,77,exp2
6967,1,0.4354,L1,no-change,cue,77,exp2
6965,1,0.866,L1,no-change,cue,77,exp2
6964,1,0.6378,L1,change,cue,77,exp2
6991,1,0.5464,L1,no-change,nocue,77,exp2
6960,1,0.4961,L1,change,cue,77,exp2
6949,1,0.6015,L1,change,cue,77,exp2
6947,1,0.4037,L1,no-change,cue,77,exp2
6938,1,0.5239,L1,no-change,cue,77,exp2
6935,1,0.7688,L1,change,cue,77,exp2
6933,1,0.6808,L1,no-change,cue,77,exp2
6932,1,1.2214,L1,change,cue,77,exp2
6951,1,0.682,L1,no-change,cue,77,exp2
6994,1,0.8868,L1,change,nocue,77,exp2
6997,1,0.5137,L1,no-change,nocue,77,exp2
7011,1,0.7677,L1,change,nocue,77,exp2
7057,1,0.5644,L1,no-change,nocue,77,exp2
7044,1,0.6893,L1,change,nocue,77,exp2
7043,1,0.5516,L1,change,nocue,77,exp2
7041,1,0.4999,L1,no-change,nocue,77,exp2
7039,1,0.3867,L1,no-change,nocue,77,exp2
7038,1,0.4536,L1,no-change,nocue,77,exp2
7037,1,0.4721,L1,no-change,nocue,77,exp2
7035,1,0.5344,L1,change,nocue,77,exp2
7031,1,0.7711,L1,change,nocue,77,exp2
7028,1,0.5382,L1,change,nocue,77,exp2
7027,1,0.6301,L1,change,nocue,77,exp2
7024,1,0.5991,L1,no-change,nocue,77,exp2
7023,1,0.4405,L1,no-change,nocue,77,exp2
7022,1,0.6495,L1,no-change,nocue,77,exp2
7014,1,0.6661,L1,change,nocue,77,exp2
6929,1,0.5812,L1,change,cue,77,exp2
6474,1,0.6,L1,no-change,nocue,75,exp2
6927,1,0.5302,L1,no-change,cue,77,exp2
6907,1,0.8268,L1,change,cue,76,exp2
6835,1,1.0748,L1,no-change,nocue,76,exp2
6833,1,1.4647,L1,change,nocue,76,exp2
6832,1,1.9121,L1,no-change,nocue,76,exp2
6825,1,1.3803,L1,change,nocue,76,exp2
6823,1,0.7529,L1,change,nocue,76,exp2
6814,1,0.8352,L1,no-change,nocue,76,exp2
6839,1,1.0677,L1,no-change,nocue,76,exp2
6801,1,0.6845,L1,change,nocue,76,exp2
6795,1,0.727,L1,no-change,nocue,76,exp2
6794,1,0.8072,L1,no-change,nocue,76,exp2
6787,1,0.758,L1,no-change,nocue,76,exp2
6784,1,1.6692,L1,change,nocue,76,exp2
6779,1,0.8788,L1,no-change,nocue,76,exp2
6776,1,0.9859,L1,no-change,nocue,76,exp2
6798,1,0.756,L1,change,nocue,76,exp2
6841,1,0.8133,L1,no-change,nocue,76,exp2
6842,1,1.2342,L1,change,nocue,76,exp2
6844,1,0.9201,L1,change,nocue,76,exp2
6904,1,0.9482,L1,no-change,cue,76,exp2
6901,1,0.7535,L1,change,cue,76,exp2
6899,1,0.9209,L1,no-change,cue,76,exp2
6891,1,1.2986,L1,change,cue,76,exp2
6888,1,0.7579,L1,no-change,cue,76,exp2
6887,1,0.968,L1,no-change,cue,76,exp2
6884,1,0.7226,L1,change,cue,76,exp2
6881,1,1.0142,L1,no-change,cue,76,exp2
6880,1,1.5666,L1,change,cue,76,exp2
6876,1,0.9079,L1,change,cue,76,exp2
6870,1,1.0086,L1,change,cue,76,exp2
6868,1,0.8488,L1,change,cue,76,exp2
6853,1,1.102,L1,no-change,cue,76,exp2
6852,1,0.9144,L1,no-change,cue,76,exp2
6851,1,1.0231,L1,no-change,cue,76,exp2
6924,1,1.6222,L1,change,cue,77,exp2
6473,1,0.4437,L1,change,nocue,75,exp2
6470,1,0.5664,L1,no-change,nocue,75,exp2
6466,1,0.5714,L1,change,nocue,75,exp2
6091,1,0.4198,L1,no-change,cue,73,exp2
6085,1,0.4386,L1,change,cue,73,exp2
6083,1,0.5239,L1,no-change,cue,73,exp2
6081,1,0.5343,L1,no-change,cue,73,exp2
6079,1,0.703,L1,no-change,nocue,73,exp2
6078,1,0.518,L1,change,nocue,73,exp2
6093,1,0.4674,L1,change,cue,73,exp2
6069,1,0.5187,L1,no-change,nocue,73,exp2
6060,1,0.522,L1,change,nocue,73,exp2
6059,1,0.4595,L1,no-change,nocue,73,exp2
6049,1,0.5919,L1,change,nocue,73,exp2
6046,1,1.5213,L1,change,nocue,73,exp2
6039,1,0.6173,L1,no-change,nocue,73,exp2
6038,1,0.5563,L1,no-change,nocue,73,exp2
6062,1,0.6349,L1,no-change,nocue,73,exp2
6096,1,0.3838,L1,no-change,cue,73,exp2
6097,1,0.551,L1,change,cue,73,exp2
6101,1,0.3875,L1,no-change,cue,73,exp2
6168,1,1.357,L1,no-change,cue,74,exp2
6161,1,0.665,L1,no-change,cue,74,exp2
6158,1,1.782,L1,change,cue,74,exp2
6152,1,0.963,L1,change,cue,74,exp2
6151,1,0.661,L1,no-change,cue,74,exp2
6149,1,0.771,L1,change,cue,74,exp2
6144,1,0.654,L1,change,cue,74,exp2
6142,1,0.5184,L1,no-change,cue,73,exp2
6140,1,0.5011,L1,change,cue,73,exp2
6137,1,0.4348,L1,no-change,cue,73,exp2
6134,1,0.4524,L1,change,cue,73,exp2
6124,1,0.8851,L1,no-change,cue,73,exp2
6114,1,0.5017,L1,change,cue,73,exp2
6110,1,0.6239,L1,change,cue,73,exp2
6107,1,0.7519,L1,change,cue,73,exp2
6034,1,0.6547,L1,no-change,nocue,73,exp2
6169,1,1.132,L1,no-change,cue,74,exp2
6033,1,0.5171,L1,change,nocue,73,exp2
6030,1,0.4433,L1,change,nocue,73,exp2
5944,1,0.5238,L1,change,cue,73,exp2
5943,1,0.5005,L1,no-change,cue,73,exp2
5941,1,0.5675,L1,no-change,cue,73,exp2
5939,1,0.5676,L1,no-change,cue,73,exp2
5937,1,0.3882,L1,no-change,cue,73,exp2
5934,1,0.7019,L1,no-change,cue,73,exp2
5949,1,0.4354,L1,change,cue,73,exp2
5932,1,0.4664,L1,change,cue,73,exp2
5929,1,0.4014,L1,change,cue,73,exp2
5928,1,0.6342,L1,no-change,cue,73,exp2
5911,1,0.6844,L1,change,cue,73,exp2
5896,1,0.517,L1,change,cue,73,exp2
5894,1,0.8164,L1,no-change,cue,73,exp2
5893,1,0.7061,L1,change,cue,73,exp2
5930,1,0.6013,L1,change,cue,73,exp2
5952,1,0.6344,L1,change,nocue,73,exp2
5955,1,0.491,L1,no-change,nocue,73,exp2
5959,1,0.6674,L1,change,nocue,73,exp2
6026,1,0.4529,L1,change,nocue,73,exp2
6020,1,0.6579,L1,no-change,nocue,73,exp2
6011,1,0.5346,L1,no-change,nocue,73,exp2
6010,1,0.6505,L1,change,nocue,73,exp2
6005,1,1.1855,L1,no-change,nocue,73,exp2
6000,1,0.6177,L1,no-change,nocue,73,exp2
5999,1,0.5347,L1,change,nocue,73,exp2
5986,1,0.7517,L1,change,nocue,73,exp2
5985,1,0.7683,L1,change,nocue,73,exp2
5982,1,0.5847,L1,change,nocue,73,exp2
5976,1,0.4009,L1,no-change,nocue,73,exp2
5971,1,0.4845,L1,no-change,nocue,73,exp2
5969,1,0.5674,L1,no-change,nocue,73,exp2
5968,1,0.6206,L1,change,nocue,73,exp2
5961,1,0.4389,L1,no-change,nocue,73,exp2
6032,1,0.5562,L1,change,nocue,73,exp2
4706,1,0.749,L1,change,cue,68,exp2
6173,1,0.733,L1,no-change,cue,74,exp2
6182,1,4.316,L1,change,cue,74,exp2
6389,1,0.496,L1,no-change,cue,74,exp2
6384,1,0.733,L1,no-change,cue,74,exp2
6381,1,0.467,L1,change,cue,74,exp2
6378,1,1.272,L1,change,cue,74,exp2
6374,1,0.533,L1,change,cue,74,exp2
6366,1,1.301,L1,change,cue,74,exp2
6390,0,0.572,L1,change,cue,74,exp2
6363,1,0.765,L1,no-change,cue,74,exp2
6355,1,2.835,L1,change,cue,74,exp2
6351,1,1.351,L1,no-change,cue,74,exp2
6350,1,1.133,L1,change,cue,74,exp2
6348,1,0.417,L1,no-change,cue,74,exp2
6339,1,0.309,L1,no-change,cue,74,exp2
6336,1,0.437,L1,no-change,cue,74,exp2
6358,1,0.636,L1,change,cue,74,exp2
6391,1,0.302,L1,no-change,cue,74,exp2
6400,1,0.8879,L1,change,cue,75,exp2
